seasonID,team,date,home,opponent,win,offRtg,defRtg,netRtg,pace,ptsPerScoringAttempt,ftPercent,2PtPercent,3PtPercent,offRebPercent,defRebPercent,assistPercent,blockPercent,simpleRPI,margin,ptsScored,ptsAllowed,team,home,pointsScored,fieldGoalMade,fieldGoalAttempt,fieldGoalPercent,threePointMade,threePointAttempt,threePointPercent,freeThrowMade,freeThrowAttempt,freeThrowPercent,offensiveRebound,defensiveRebound,totalRebound,assist,turnover,steal,block,personalFoul,team,home,pointsScored,fieldGoalMade,fieldGoalAttempt,fieldGoalPercent,threePointMade,threePointAttempt,threePointPercent,freeThrowMade,freeThrowAttempt,freeThrowPercent,offensiveRebound,defensiveRebound,totalRebound,assist,turnover,steal,block,personalFoul
4,Indiana,1/13/19,0,Wisconsin ,1,107.1,100.7,6.4,68.8,1.27,78.9,50,57.1,26.9,59.5,50,10.2,163,7,75,68,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Indiana,1/20/19,0,Purdue ,0,83,87.5,-4.5,63.9,0.92,83.3,38.5,37.5,32.4,67.9,61.9,2.5,74,-3,53,56,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
4,Indiana,1/31/19,0,Rutgers ,0,88.2,95.5,-7.3,72.4,1.06,93.8,44.7,33.3,28.1,65.8,40.9,4.7,31,-5,64,69,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Rutgers,1,64,23,56,0.410714286,5,16,0.3125,13,17,0.764705882,10,24,34,14,15,11,6,19
4,Indiana,2/3/19,0,Nebraska ,1,107.9,100.3,7.6,76.9,1.12,85.7,51.1,33.3,25.7,73.7,51.7,2.6,81,4,82,78,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Nebraska,1,66,22,57,0.385964912,7,20,0.35,14,20,0.7,8,23,31,13,14,7,7,17
4,Indiana,2/11/19,0,Michigan St. ,0,87.6,112.5,-24.9,69,0.92,64.3,39.5,35.3,20.5,77.4,47.8,7.7,38,-16,61,77,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Indiana,2/14/19,0,Michigan ,0,84.3,98.4,-14.1,68.4,0.83,50,40.4,28.6,24.4,79.2,36,6.1,46,-9,58,67,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Michigan,1,73,27,58,0.465517241,5,12,0.416666667,15,20,0.75,11,22,33,13,17,7,3,15
4,Indiana,3/7/19,0,Minnesota ,1,92.9,81.6,11.3,71.1,1.1,70.6,47.4,42.9,23.3,65.9,70.8,12.2,85,8,66,58,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Minnesota,1,68,24,62,0.387096774,6,18,0.333333333,15,21,0.714285714,14,22,36,14,13,6,3,15
4,Indiana,3/8/19,0,Iowa ,0,92.1,102.7,-10.6,67.2,0.89,81.8,37.8,33.3,22.5,74.2,47.8,9.8,9,-9,61,70,Indiana,0,62,23,58,0.396551724,5,16,0.3125,10,13,0.769230769,8,23,31,11,14,6,3,18,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
3,Indiana,1/10/18,0,Michigan ,0,108,115.7,-7.7,72.9,1.14,76.9,55.1,35.7,18.8,50,34.4,5.4,30,-5,79,84,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Michigan,1,81,30,60,0.5,10,18,0.555555556,13,16,0.8125,12,26,37,18,14,7,3,15
3,Indiana,1/16/18,0,Maryland ,0,101,109.4,-8.3,68.5,1.11,66.7,41.2,48,29.4,78.1,65.4,2.1,18,-4,70,74,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Maryland,1,81,31,67,0.462686567,8,17,0.470588235,13,19,0.684210526,15,26,40,17,12,8,4,14
3,Indiana,1/20/18,0,Michigan St. ,1,106.7,99.3,7.4,65,1.16,71.4,37.1,61.1,25.8,68.6,58.3,4.4,58,4,69,65,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Michigan St.,1,68,25,63,0.396825397,5,19,0.263157895,12,16,0.75,13,22,36,17,13,8,4,16
3,Indiana,2/12/18,0,Purdue ,1,96,78.9,17.1,55,0.88,61.5,42.1,26.7,37.1,53.8,65,13.6,48,8,52,44,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Purdue,1,63,24,54,0.444444444,5,14,0.357142857,12,16,0.75,10,23,32,16,13,6,5,11
3,Indiana,2/20/18,0,Minnesota ,1,103.8,85.8,17.9,80.3,1.32,84.2,50,52.2,20.7,69.2,55.6,5.5,39,12,82,70,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Minnesota,1,85,30,71,0.422535211,8,22,0.363636364,17,23,0.739130435,13,25,38,17,12,10,3,17
3,Indiana,2/24/18,0,Iowa ,0,93,114.4,-21.4,66.1,0.88,50,21.1,50,27.7,66.7,61.9,2,22,-13,62,75,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Iowa,1,83,31,62,0.5,5,14,0.357142857,17,21,0.80952381,9,28,37,22,15,7,5,14
3,Indiana,3/1/18,0,Michigan St. ,1,107.7,112,-4.3,66.8,1.14,73.7,50,45.8,21.3,66.7,46.5,9.7,58,2,111,109,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Michigan St.,1,68,25,63,0.396825397,5,19,0.263157895,12,16,0.75,13,22,36,17,13,8,4,16
3,Indiana,3/2/18,0,Maryland ,0,83.6,107.3,-23.7,63.5,0.92,68.8,45.9,21.4,23.5,58.1,45,9.1,18,-13,54,67,Indiana,0,68,24,57,0.421052632,8,19,0.421052632,11,16,0.6875,8,21,29,13,13,6,2,17,Maryland,1,81,31,67,0.462686567,8,17,0.470588235,13,19,0.684210526,15,26,40,17,12,8,4,14
2,Indiana,1/14/17,0,Northwestern ,0,93,112.6,-19.5,71.5,0.87,84.2,35.7,26.9,35.4,62.5,68.2,9.4,64,-13,67,80,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Northwestern,1,71,25,59,0.423728814,6,17,0.352941176,15,19,0.789473684,8,25,33,17,15,8,4,16
2,Indiana,1/29/17,0,Wisconsin ,1,120.5,84.6,35.9,64.3,1.13,74.2,62.2,17.6,33.3,76.9,46.2,0,197,24,78,54,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Wisconsin,1,62,23,58,0.396551724,7,17,0.411764706,9,15,0.6,11,27,37,13,17,3,5,16
2,Indiana,2/2/17,0,Michigan St. ,0,81.6,96.5,-14.9,72.5,0.88,70,40,25,14,73.5,70,0,48,-9,60,69,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Michigan St.,1,78,29,64,0.453125,8,25,0.32,11,15,0.733333333,11,27,38,22,14,6,4,22
2,Indiana,2/8/17,0,Rutgers ,1,95.3,77.7,17.6,66.5,1.03,76.5,51.4,25,21.2,86.2,60.9,0,198,11,63,52,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Rutgers,1,53,21,57,0.368421053,6,16,0.375,6,9,0.666666667,10,20,30,14,15,10,4,16
2,Indiana,2/19/17,0,Nebraska ,0,96.7,104.1,-7.4,65.3,0.95,69.2,50,25.9,31.6,71.4,50,6.7,157,-3,64,67,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Nebraska,1,59,22,57,0.385964912,6,19,0.315789474,9,15,0.6,10,21,30,14,15,7,2,16
2,Indiana,2/25/17,0,Illinois ,1,115.5,86.8,28.7,66.6,1.09,88.2,44.4,37.5,51.4,71.8,68,11.1,179,14,74,60,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Illinois,1,67,25,61,0.409836066,7,20,0.35,9,11,0.818181818,7,21,29,12,13,6,3,18
2,Indiana,3/3/17,0,Purdue ,0,93.4,100.6,-7.2,64.9,0.89,90.9,40,27.3,43.9,78,68.2,6.8,43,-6,60,66,Indiana,0,70,25,61,0.409836066,6,21,0.285714286,13,17,0.764705882,10,22,32,15,13,7,2,17,Purdue,1,67,26,60,0.433333333,3,15,0.2,12,18,0.666666667,11,23,34,17,15,10,5,14
1,Indiana,12/31/15,0,Wisconsin ,0,95.9,104.4,-8.5,71,1.03,61.9,48.9,33.3,34.4,86.2,46.2,2.4,177,-4,69,73,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Wisconsin,1,58,23,59,0.389830508,6,17,0.352941176,7,12,0.583333333,7,14,21,11,11,6,2,11
1,Indiana,1/10/16,0,Purdue ,0,77.2,89.2,-12,69.7,0.83,78.6,45,11.8,18.4,68.6,75,10.3,65,-10,53,63,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Purdue,1,70,26,59,0.440677966,5,13,0.384615385,15,21,0.714285714,11,22,33,17,14,10,6,16
1,Indiana,1/17/16,0,Minnesota ,0,100.7,101.8,-1.1,76,1.06,72.7,54.5,23.5,31.4,61.5,67.9,3.7,73,-2,76,78,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Minnesota,1,89,34,71,0.478873239,9,21,0.428571429,13,17,0.764705882,11,24,36,16,12,6,3,17
1,Indiana,1/30/16,0,Maryland ,0,87.5,116.1,-28.6,73,0.83,71.4,42,12.5,34,57.6,39.1,3.8,9,-23,63,86,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Maryland,1,84,32,65,0.492307692,7,16,0.4375,13,17,0.764705882,13,28,41,19,16,7,4,14
1,Indiana,2/10/16,0,Illinois ,1,105.6,92.9,12.6,74.5,1.02,69,51.1,22.2,41.9,79.5,64.3,11.9,151,12,80,68,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Illinois,1,62,23,64,0.359375,7,24,0.291666667,9,13,0.692307692,8,23,31,11,13,5,4,18
1,Indiana,2/21/16,0,Iowa ,0,102.3,108.4,-6,70.7,0.97,100,50,25,40.5,70.6,50,4.2,55,-3,73,76,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Iowa,1,70,25,57,0.438596491,5,17,0.294117647,15,21,0.714285714,9,23,32,16,16,6,5,13
1,Indiana,2/24/16,0,Nebraska ,1,109.8,92.3,17.5,72.8,1.27,66.7,48.5,57.9,22.2,75,55.6,7.1,88,11,79,68,Indiana,0,73,27,63,0.428571429,6,19,0.315789474,13,19,0.684210526,10,23,33,16,14,7,3,16,Nebraska,1,71,26,58,0.448275862,5,14,0.357142857,12,19,0.631578947,7,27,34,17,14,6,2,16
4,Penn St.,12/31/18,0,Indiana ,0,93.3,101.7,-8.5,81,1.1,87.5,47.7,30.8,26.5,68.2,24,9.4,39,-8,75,83,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Indiana,1,68,24,58,0.413793103,6,16,0.375,15,21,0.714285714,9,25,34,12,14,6,3,18
4,Penn St.,1/6/19,0,Rutgers ,0,89.2,108.7,-19.5,68.2,0.99,73.1,33.3,46.2,25.7,65.6,55.6,4.9,31,-13,61,74,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Rutgers,1,64,23,56,0.410714286,5,16,0.3125,13,17,0.764705882,10,24,34,14,15,11,6,19
4,Penn St.,1/20/19,0,Maryland ,0,90,103.3,-13.3,75.9,0.9,68.2,37.8,31.6,21.7,87.5,39.1,2.3,17,-12,67,79,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Maryland,1,75,27,60,0.45,7,16,0.4375,14,18,0.777777778,10,26,36,16,12,6,5,16
4,Penn St.,1/24/19,0,Wisconsin ,1,94.1,89.1,5,67.7,0.98,58.8,43.6,36.8,40,62.2,50,17.5,163,6,65,59,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Penn St.,2/6/19,0,Ohio St. ,0,106.5,111.1,-4.6,69.4,1.02,88.9,47.7,26.3,28.9,73.3,53.8,5.6,89,-5,73,78,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Ohio St.,1,64,21,51,0.411764706,6,17,0.352941176,17,24,0.708333333,8,23,30,11,17,8,2,18
4,Penn St.,2/17/19,0,Minnesota ,0,95.5,137.4,-41.9,70.7,0.97,93.3,35.1,36,20,54.3,54.5,5.8,85,-30,67,97,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Minnesota,1,68,24,62,0.387096774,6,18,0.333333333,15,21,0.714285714,14,22,36,14,13,6,3,15
4,Penn St.,2/24/19,0,Illinois ,1,109.1,92.4,16.7,70,1.27,71.4,60,43.5,19.2,75.8,50,9.3,192,11,76,65,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Illinois,1,65,25,61,0.409836066,7,24,0.291666667,9,11,0.818181818,8,20,28,13,11,5,4,18
4,Penn St.,2/27/19,0,Michigan St. ,0,75.4,85,-9.6,65.4,0.73,71.4,38.1,11.8,31,71,72.2,2.3,38,-9,48,57,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Penn St.,3/6/19,0,Wisconsin ,0,81.8,93,-11.2,69.8,0.87,66.7,38.9,29.2,20.5,67.4,76.2,7.5,163,-8,57,65,Penn St.,0,65,23,59,0.389830508,6,19,0.315789474,14,18,0.777777778,8,22,31,12,13,6,3,21,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Ohio St.,12/28/18,0,Purdue ,0,64.8,94.3,-29.6,64.2,0.71,33.3,23.5,36.4,28.2,70.6,75,17.5,74,-18,42,60,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
4,Ohio St.,1/5/19,0,Maryland ,0,95.6,103.7,-8.1,72.3,1.11,76.9,52.8,35,21.9,61.5,42.3,10,17,-6,69,75,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Maryland,1,75,27,60,0.45,7,16,0.4375,14,18,0.777777778,10,26,36,16,12,6,5,16
4,Ohio St.,1/17/19,0,Penn St. ,1,92,87.2,4.8,72.9,1.11,64.3,50,40.9,20,88.2,65.5,14.3,125,5,76,71,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Penn St.,1,66,23,63,0.365079365,6,19,0.315789474,13,19,0.684210526,10,19,29,11,11,9,3,17
4,Ohio St.,1/20/19,0,Michigan ,0,92.8,94.4,-1.6,64.1,1.05,55,55.2,29.4,25,71,28.6,8.1,46,-4,58,62,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Michigan,1,73,27,58,0.465517241,5,12,0.416666667,15,20,0.75,11,22,33,13,17,7,3,15
4,Ohio St.,1/28/19,0,Minnesota ,1,100.5,82.1,18.4,65.9,1.07,66.7,43.9,50,22.6,57.8,64,15.4,85,10,65,55,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Minnesota,1,68,24,62,0.387096774,6,18,0.333333333,15,21,0.714285714,14,22,36,14,13,6,3,15
4,Ohio St.,2/14/19,0,Rutgers ,1,88.1,62.6,25.5,105.1,1.02,47.6,51.5,33.3,34.4,70.2,68.2,12.5,31,20,59,39,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Rutgers,1,64,23,56,0.410714286,5,16,0.3125,13,17,0.764705882,10,24,34,14,15,11,6,19
4,Ohio St.,2/21/19,0,Michigan St. ,1,107.3,100.3,7,70.8,1.25,69,53.6,45,16.7,59.1,66.7,4.7,38,7,77,70,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Michigan St.,1,75,27,60,0.45,6,18,0.333333333,16,20,0.8,11,25,36,19,12,7,4,19
4,Ohio St.,2/28/19,0,Wisconsin ,1,89.5,73.9,15.6,67.9,0.92,73.3,46.3,22.2,32.4,80.6,47.8,14.6,163,11,61,50,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Ohio St.,3/7/19,0,Wisconsin ,0,94.7,114.2,-19.5,65.2,0.88,50,33.3,37,34.9,74.4,68.2,19.5,163,-10,63,73,Ohio St.,0,62,22,54,0.407407407,7,20,0.35,11,16,0.6875,7,25,32,13,14,7,5,18,Wisconsin,1,66,24,55,0.436363636,4,12,0.333333333,15,23,0.652173913,9,22,31,13,15,8,6,15
4,Rutgers,12/31/18,0,Maryland ,1,112.1,100.9,11.2,64.8,1.03,93.3,37.2,42.9,48.7,70.4,72,3.3,17,8,73,65,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Maryland,1,75,27,60,0.45,7,16,0.4375,14,18,0.777777778,10,26,36,16,12,6,5,16
4,Rutgers,1/9/19,0,Illinois ,1,110.9,90.7,20.2,65.1,1.16,57.9,60,36.4,42.9,85.7,76.9,12.9,192,11,71,60,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Illinois,1,65,25,61,0.409836066,7,24,0.291666667,9,11,0.818181818,8,20,28,13,11,5,4,18
4,Rutgers,1/13/19,0,Nebraska ,1,93,84.5,8.5,66.8,1.04,75,34.2,56.2,20.6,65.6,54.5,12.1,81,6,62,56,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Nebraska,1,66,22,57,0.385964912,7,20,0.35,14,20,0.7,8,23,31,13,14,7,7,17
4,Rutgers,1/23/19,0,Iowa ,0,99,111,-12,66.1,1,66.7,65.7,16,37.1,75,63,9.7,9,-6,66,72,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
4,Rutgers,1/27/19,0,Penn St. ,1,112.7,97.9,14.8,61.8,1.09,72.7,50,41.7,43.3,61.5,53.6,9.7,125,8,69,61,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Penn St.,1,66,23,63,0.365079365,6,19,0.315789474,13,19,0.684210526,10,19,29,11,11,9,3,17
4,Rutgers,2/3/19,0,Minnesota ,0,72.2,92.7,-20.5,64.2,0.76,50,43.2,15.8,33.3,50,68.4,18.9,85,-14,46,60,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Minnesota,1,68,24,62,0.387096774,6,18,0.333333333,15,21,0.714285714,14,22,36,14,13,6,3,15
4,Rutgers,2/18/19,0,Indiana ,1,102.1,91.1,10.9,67.3,1.18,68.8,53.1,42.1,30,75,64,8.8,39,8,69,61,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Indiana,1,68,24,58,0.413793103,6,16,0.375,15,21,0.714285714,9,25,34,12,14,6,3,18
4,Rutgers,2/21/19,0,Michigan ,0,111.5,127.8,-16.3,68.1,1.08,76.9,53.8,32,47.2,42.9,44.8,8.7,46,-10,76,86,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Michigan,1,73,27,58,0.465517241,5,12,0.416666667,15,20,0.75,11,22,33,13,17,7,3,15
4,Rutgers,3/3/19,0,Ohio St. ,1,88,79,9,73,0.97,78.9,51.4,20.8,39.5,88.9,47.8,5.3,89,10,66,56,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Ohio St.,1,64,21,51,0.411764706,6,17,0.352941176,17,24,0.708333333,8,23,30,11,17,8,2,18
4,Rutgers,3/8/19,0,Purdue ,1,94.7,76,18.7,66,0.89,55.6,45.7,23.5,38.5,60.5,60,6.1,74,15,64,49,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Purdue,1,61,22,52,0.423076923,6,15,0.4,11,15,0.733333333,8,22,30,14,14,6,6,14
4,Rutgers,3/9/19,0,Iowa ,0,96.1,104.1,-8,69.8,1,80,46.3,33.3,23.5,70.4,57.7,2.7,9,-5,67,72,Rutgers,0,66,25,58,0.431034483,6,20,0.3,10,14,0.714285714,11,19,30,15,14,9,3,21,Iowa,1,78,30,58,0.517241379,4,14,0.285714286,14,18,0.777777778,7,26,33,22,12,6,4,13
3,Rutgers,12/31/17,0,Michigan St. ,1,93.8,87,6.8,65.8,0.92,68.4,42.9,26.7,35.9,50,72.7,19.2,58,3,61,58,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Michigan St.,1,68,25,63,0.396825397,5,19,0.263157895,12,16,0.75,13,22,36,17,13,8,4,16
3,Rutgers,1/10/18,0,Purdue ,0,53.3,74,-20.7,62.7,0.57,50,38.9,5,41,58.8,53.3,11.8,48,-14,33,47,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Purdue,1,63,24,54,0.444444444,5,14,0.357142857,12,16,0.75,10,23,32,16,13,6,5,11
3,Rutgers,1/27/18,0,Indiana ,0,89,97.3,-8.3,65.5,1.01,53.8,56.8,21.4,32.3,73.1,50,13.3,29,-6,58,64,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Indiana,1,67,24,52,0.461538462,6,17,0.352941176,14,18,0.777777778,6,22,29,12,15,7,5,16
3,Rutgers,2/1/18,0,Maryland ,0,86,125.8,-39.8,69.9,0.82,62.5,34.7,35,29.2,50,54.2,8.9,18,-28,60,88,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Maryland,1,81,31,67,0.462686567,8,17,0.470588235,13,19,0.684210526,15,26,40,17,12,8,4,14
3,Rutgers,2/14/18,0,Wisconsin ,1,100.6,83.2,17.5,61.4,1.01,81.2,45.2,30.8,45.5,75.9,52.2,27.6,187,13,63,50,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Wisconsin,1,55,21,52,0.403846154,5,15,0.333333333,8,12,0.666666667,7,22,30,12,16,5,3,13
3,Rutgers,3/1/18,0,Purdue ,1,101.2,96.5,4.7,61.7,1.08,55.6,53.3,37.5,31,59,70.4,22.7,48,2,62,60,Rutgers,0,58,23,60,0.383333333,4,16,0.25,8,12,0.666666667,12,17,30,14,15,9,5,19,Purdue,1,63,24,54,0.444444444,5,14,0.357142857,12,16,0.75,10,23,32,16,13,6,5,11
2,Rutgers,1/7/17,0,Illinois ,0,65,129.4,-64.4,61.7,0.66,70.6,33.3,6.7,28.2,55.6,35.7,8.3,179,-37,41,78,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Illinois,1,67,25,61,0.409836066,7,20,0.35,9,11,0.818181818,7,21,29,12,13,6,3,18
2,Rutgers,1/10/17,0,Nebraska ,0,94.1,98.6,-4.5,62.3,1.06,64.3,43.8,43.8,34.5,64.7,42.9,9.4,157,-4,58,62,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Nebraska,1,59,22,57,0.385964912,6,19,0.315789474,9,15,0.6,10,21,30,14,15,7,2,16
2,Rutgers,1/22/17,0,Maryland ,0,96.3,113.6,-17.4,72.1,1.02,60,43.1,50,31.6,50,51.7,5.4,15,-9,71,80,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Maryland,1,89,33,64,0.515625,7,18,0.388888889,16,22,0.727272727,14,28,41,20,17,10,5,14
2,Rutgers,2/2/17,0,Iowa ,0,93.6,112.1,-18.5,62.1,0.86,50,44.2,25,35.9,57.1,26.9,10,45,-14,57,71,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Iowa,1,76,28,59,0.474576271,6,19,0.315789474,15,20,0.75,10,26,36,18,15,6,3,13
2,Rutgers,2/11/17,0,Minnesota ,0,67.4,115.7,-48.3,68.7,0.69,77.8,34.9,15.8,37.8,61.1,55.6,6.2,55,-34,46,80,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Minnesota,1,74,25,62,0.403225806,6,21,0.285714286,18,24,0.75,12,25,37,14,14,7,3,17
2,Rutgers,2/18/17,0,Wisconsin ,0,63.5,78.1,-14.7,66.2,0.74,75,26.3,30,36.1,76,30.8,10,197,-12,41,53,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Wisconsin,1,62,23,58,0.396551724,7,17,0.411764706,9,15,0.6,11,27,37,13,17,3,5,16
2,Rutgers,2/23/17,0,Northwestern ,0,62.1,93.6,-31.5,62.6,0.68,69.2,32.3,15.8,30,63.6,69.2,3.1,64,-22,38,60,Rutgers,0,51,19,57,0.333333333,4,15,0.266666667,9,12,0.75,12,16,28,9,15,9,2,21,Northwestern,1,71,25,59,0.423728814,6,17,0.352941176,15,19,0.789473684,8,25,33,17,15,8,4,16
